Title,Description,Genres,Poster_URL
Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.","Animation, Adventure, Comedy, Family",https://image.tmdb.org/t/p/w500/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg
Sugar Baby,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.","Thriller, Comedy",https://image.tmdb.org/t/p/w500/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg
Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.","Action, Adventure, Drama",https://image.tmdb.org/t/p/w500/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg
Déjame estar contigo,"Lucía lives with an incurable disease, and Bruno was deported to Mexico with no place to sleep. An unexpected phone call brings them together in an emotional story of overcoming, reconstruction and hope.","Romance, Comedy, Drama",https://image.tmdb.org/t/p/w500/g7CoOjbpKO9tAbQhyJgOB6iwrqV.jpg
Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process.","Family, Fantasy",https://image.tmdb.org/t/p/w500/oLxWocqheC8XbXbxqJ3x422j9PW.jpg
Home Sweet Home: Rebirth,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.","Horror, Fantasy, Thriller, Mystery, Action",https://image.tmdb.org/t/p/w500/9rCBCm9cyI4JfLEhx3EncyncMR3.jpg
Demon City,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","Action, Crime, Fantasy, Thriller",https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg
Batman Ninja vs. Yakuza League,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!","Animation, Action",https://image.tmdb.org/t/p/w500/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg
Turno nocturno,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",Horror,https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg
The Amateur,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","Thriller, Action",https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg
A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.","Thriller, Crime, Comedy",https://image.tmdb.org/t/p/w500/aIYsjQM0piKc0ibPBCTWv3sqshj.jpg
The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Drama, Crime",https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg
GATAO: Like Father Like Son,"Drug Prince Michael and Scorpion are seizing the old fellows' turfs, the gangs families tornado spins three nobodies who are trying to survive. You'll never know who's gonna get bit by reality through the alternation of generations?","Crime, Action",https://image.tmdb.org/t/p/w500/rJnpwN59avSW5vOu9BPiReHkQl4.jpg
Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,"Romance, Drama",https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg
Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.","Horror, Science Fiction, Thriller",https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg
Victoria,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations.",Drama,https://image.tmdb.org/t/p/w500/hw09PdM2o7pF1zxn1pM8NTMPzno.jpg
Once Upon a Time in the West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","Drama, Western",https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg
Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,"Animation, Adventure, Comedy, Family, Fantasy",https://image.tmdb.org/t/p/w500/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg
Cosmic Chaos,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","Thriller, Science Fiction",https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg
Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","Drama, Romance",https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
Deva,"Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.","Action, Thriller, Mystery, Crime",https://image.tmdb.org/t/p/w500/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg
Easter Bloody Easter,A woman must protect her small town from the Jackalope (based on the mythical rabbit-antelope creature of North American folklore) and his army of devilish bunnies as they embark on a murder spree over the Easter weekend.,"Horror, Comedy, Fantasy",https://image.tmdb.org/t/p/w500/8tGYZlPttiOjEe61GvszRcrnpEi.jpg
Pi,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.","Mystery, Drama, Thriller",https://image.tmdb.org/t/p/w500/fJA22FjlAW8rzrOw9Mwanl6oTc9.jpg
Swarm,"A secluded island somewhere on a seas of the Northern Europe. A family of four has lived here for over ten years, perfecting the art of survival. They had moved onto an island to escape a falling civilization, to live in freedom, close to nature.  But, things can’t be solved by simply escaping the world, and problems arise when the Mother becomes pregnant again. Moreover, Winter is coming. It seems the only solution is in leaving the island, but this meets with stern dissent from the Father, who sees the place as the only safe haven on earth. Will the others find the courage to stand up to the Father? Can their family survive what comes next?",Drama,https://image.tmdb.org/t/p/w500/6Cmu2RgUd7u5Bk8AaKZktLbxMbW.jpg
Panda Plan,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.","Action, Comedy",https://image.tmdb.org/t/p/w500/8iMPQl13q89jQhaA5nXb6UiT0t0.jpg
Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.","Horror, Science Fiction",https://image.tmdb.org/t/p/w500/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg
Bride of Frankenstein,"Dr. Frankenstein and his monster both turn out to be alive, not killed as previously believed. Dr. Frankenstein wants to get out of the evil experiment business, but when a mad scientist, Dr. Pretorius, kidnaps his wife, Dr. Frankenstein agrees to help him create a new creature.","Horror, Science Fiction",https://image.tmdb.org/t/p/w500/oCiHPp7ZiVFjdawRXAmhW1RTetn.jpg
The Room,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world being torn apart when his friends begin to betray him one-by-one.","Drama, Romance",https://image.tmdb.org/t/p/w500/oGI3QSsY4XsmUzuNYUQBQDdjuaP.jpg
Panda Plan,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.","Action, Comedy",https://image.tmdb.org/t/p/w500/8iMPQl13q89jQhaA5nXb6UiT0t0.jpg
The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.","Thriller, Mystery",https://image.tmdb.org/t/p/w500/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.","Romance, Drama",https://image.tmdb.org/t/p/w500/ttN5D6GKOwKWHmCzDGctAvaNMAi.jpg
Good Time,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.","Crime, Thriller, Drama",https://image.tmdb.org/t/p/w500/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg
Bride of Frankenstein,"Dr. Frankenstein and his monster both turn out to be alive, not killed as previously believed. Dr. Frankenstein wants to get out of the evil experiment business, but when a mad scientist, Dr. Pretorius, kidnaps his wife, Dr. Frankenstein agrees to help him create a new creature.","Horror, Science Fiction",https://image.tmdb.org/t/p/w500/oCiHPp7ZiVFjdawRXAmhW1RTetn.jpg
Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","Action, Crime, Thriller, Adventure, Mystery",https://image.tmdb.org/t/p/w500/fiVW06jE7z9YnO4trhaMEdclSiC.jpg
